Date,IV
21-08-2012,23.04718593
22-08-2012,23.00517588
23-08-2012,22.9678392
24-08-2012,22.92969849
27-08-2012,22.88879397
28-08-2012,22.84723618
29-08-2012,22.80231156
30-08-2012,22.75592965
31-08-2012,22.71386935
03-09-2012,22.66552764
04-09-2012,22.61879397
05-09-2012,22.55839196
06-09-2012,22.50643216
07-09-2012,22.43758794
08-09-2012,22.3738191
10-09-2012,22.30165829
11-09-2012,22.24452261
12-09-2012,22.18678392
13-09-2012,22.12894472
14-09-2012,22.0819598
17-09-2012,22.03869347
18-09-2012,22.00231156
20-09-2012,21.95894472
21-09-2012,21.90889447
24-09-2012,21.85562814
25-09-2012,21.80316583
26-09-2012,21.74788945
27-09-2012,21.68849246
28-09-2012,21.62869347
01-10-2012,21.56070352
03-10-2012,21.48914573
04-10-2012,21.41864322
05-10-2012,21.36291457
08-10-2012,21.31236181
09-10-2012,21.26100503
10-10-2012,21.21175879
11-10-2012,21.16422111
12-10-2012,21.11271357
15-10-2012,21.06180905
16-10-2012,21.00547739
17-10-2012,20.94537688
18-10-2012,20.89015075
19-10-2012,20.83160804
22-10-2012,20.77447236
23-10-2012,20.7120603
25-10-2012,20.6520603
26-10-2012,20.59095477
29-10-2012,20.54175879
30-10-2012,20.49442211
31-10-2012,20.4498995
01-11-2012,20.40427136
02-11-2012,20.35407035
05-11-2012,20.30909548
06-11-2012,20.26864322
07-11-2012,20.23613065
08-11-2012,20.19869347
09-11-2012,20.15889447
12-11-2012,20.12346734
13-11-2012,20.09251256
15-11-2012,20.05839196
16-11-2012,20.01854271
19-11-2012,19.9861809
20-11-2012,19.95497487
21-11-2012,19.91537688
22-11-2012,19.87201005
23-11-2012,19.82321608
26-11-2012,19.77180905
27-11-2012,19.72356784
29-11-2012,19.67663317
30-11-2012,19.6341206
03-12-2012,19.59110553
04-12-2012,19.55547739
05-12-2012,19.52437186
06-12-2012,19.49065327
07-12-2012,19.44572864
10-12-2012,19.38899497
11-12-2012,19.32723618
12-12-2012,19.27869347
13-12-2012,19.22688442
14-12-2012,19.16321608
17-12-2012,19.10482412
18-12-2012,19.04447236
19-12-2012,18.97798995
20-12-2012,18.91080402
21-12-2012,18.84105528
24-12-2012,18.76924623
26-12-2012,18.70467337
27-12-2012,18.64321608
28-12-2012,18.58427136
31-12-2012,18.52075377
01-01-2013,18.47150754
02-01-2013,18.4160804
03-01-2013,18.35723618
04-01-2013,18.30869347
07-01-2013,18.26045226
08-01-2013,18.22015075
09-01-2013,18.18130653
10-01-2013,18.12376884
11-01-2013,18.07316583
14-01-2013,18.00527638
15-01-2013,17.94824121
16-01-2013,17.89150754
17-01-2013,17.83954774
18-01-2013,17.79748744
21-01-2013,17.76236181
22-01-2013,17.73045226
23-01-2013,17.69658291
24-01-2013,17.65306533
25-01-2013,17.61557789
28-01-2013,17.57778894
29-01-2013,17.54457286
30-01-2013,17.50296482
31-01-2013,17.46351759
01-02-2013,17.43246231
04-02-2013,17.40095477
05-02-2013,17.37577889
06-02-2013,17.34824121
07-02-2013,17.31150754
08-02-2013,17.28959799
11-02-2013,17.27060302
12-02-2013,17.25507538
13-02-2013,17.24211055
14-02-2013,17.22864322
15-02-2013,17.21130653
18-02-2013,17.19115578
19-02-2013,17.16688442
20-02-2013,17.14472362
21-02-2013,17.11175879
22-02-2013,17.08110553
25-02-2013,17.05130653
26-02-2013,17.02241206
27-02-2013,16.99276382
28-02-2013,16.96236181
01-03-2013,16.91788945
04-03-2013,16.87
05-03-2013,16.82035176
06-03-2013,16.76743719
07-03-2013,16.71221106
08-03-2013,16.64155779
11-03-2013,16.58050251
12-03-2013,16.52577889
13-03-2013,16.48281407
14-03-2013,16.44346734
15-03-2013,16.39
18-03-2013,16.33929648
19-03-2013,16.28442211
20-03-2013,16.23974874
21-03-2013,16.19150754
22-03-2013,16.4325
25-03-2013,16.355
26-03-2013,16.2675
28-03-2013,16.20428571
01-04-2013,16.11428571
02-04-2013,15.94444444
03-04-2013,15.87532663
04-04-2013,15.82170854
05-04-2013,15.78778894
08-04-2013,15.76130653
09-04-2013,15.9125
10-04-2013,16.4
11-04-2013,16.56
12-04-2013,16.7625
15-04-2013,16.6825
16-04-2013,16.63
17-04-2013,16.62285714
18-04-2013,16.56428571
22-04-2013,16.45333333
23-04-2013,16.39222222
25-04-2013,16.29416667
26-04-2013,16.13083333
29-04-2013,15.89
30-04-2013,15.6825
02-05-2013,15.67684211
03-05-2013,15.79157895
06-05-2013,15.82736842
07-05-2013,15.82684211
08-05-2013,16.0425
09-05-2013,16.1625
10-05-2013,16.425
11-05-2013,16.68
13-05-2013,16.765
14-05-2013,16.9525
15-05-2013,17.095
16-05-2013,17.4125
17-05-2013,17.6375
20-05-2013,17.6525
21-05-2013,17.7875
22-05-2013,17.725
23-05-2013,17.72
24-05-2013,18.01
27-05-2013,18.0075
28-05-2013,17.80111111
29-05-2013,17.69857143
30-05-2013,17.72
31-05-2013,17.6025
03-06-2013,17.5075
04-06-2013,17.47
05-06-2013,17.44416667
06-06-2013,17.42473684
07-06-2013,17.45157895
10-06-2013,17.44315789
11-06-2013,17.49263158
12-06-2013,18.075
13-06-2013,18.45
14-06-2013,18.9725
17-06-2013,19.0325
18-06-2013,18.705
19-06-2013,18.67285714
20-06-2013,18.72285714
21-06-2013,18.70666667
24-06-2013,18.80888889
25-06-2013,19.4225
26-06-2013,20.0925
27-06-2013,20.5625
28-06-2013,20.5175
01-07-2013,19.7525
02-07-2013,19.59142857
03-07-2013,19.47428571
04-07-2013,19.36222222
05-07-2013,19.31222222
08-07-2013,19.225
09-07-2013,19.2375
10-07-2013,19.26166667
11-07-2013,19.3275
12-07-2013,19.3825
15-07-2013,19.22
16-07-2013,19.16684211
17-07-2013,19.19473684
18-07-2013,19.20368421
19-07-2013,19.16368421
22-07-2013,19.01210526
23-07-2013,18.84727273
24-07-2013,18.82818182
25-07-2013,18.81484848
26-07-2013,18.77272727
29-07-2013,18.69060606
30-07-2013,18.67242424
31-07-2013,18.63242424
01-08-2013,18.64515152
02-08-2013,18.7375
05-08-2013,19.3975
06-08-2013,20.0675
07-08-2013,21.0575
08-08-2013,21.615
12-08-2013,21.69
13-08-2013,21.81
14-08-2013,21.17
16-08-2013,20.85714286
19-08-2013,21.26285714
20-08-2013,21.7975
21-08-2013,23.79
22-08-2013,26.1375
23-08-2013,27.4925
26-08-2013,27.5325
27-08-2013,27.32
28-08-2013,27.6525
29-08-2013,28.4825
30-08-2013,29.3975
02-09-2013,29.755
03-09-2013,29.2875
04-09-2013,29.34857143
05-09-2013,30.02428571
06-09-2013,29.92
10-09-2013,30.195
11-09-2013,29.70777778
12-09-2013,29.64571429
13-09-2013,29.95428571
16-09-2013,29.59333333
17-09-2013,29.64333333
18-09-2013,29.17333333
19-09-2013,29.16333333
20-09-2013,28.90916667
23-09-2013,28.66263158
24-09-2013,28.69631579
25-09-2013,28.55421053
26-09-2013,28.20157895
27-09-2013,27.91684211
30-09-2013,27.71947368
01-10-2013,27.67210526
03-10-2013,27.35
04-10-2013,27.54606061
07-10-2013,27.62151515
08-10-2013,27.65909091
09-10-2013,27.63848485
10-10-2013,27.57121212
11-10-2013,27.47484848
14-10-2013,27.40939394
15-10-2013,27.30242424
17-10-2013,27.11515152
18-10-2013,26.77212121
21-10-2013,26.49060606
22-10-2013,26.25939394
23-10-2013,26.02939394
24-10-2013,25.66151515
25-10-2013,25.52351852
28-10-2013,25.51648148
29-10-2013,25.48981481
30-10-2013,25.44759259
31-10-2013,25.41685185
01-11-2013,25.36333333
03-11-2013,25.35185185
05-11-2013,25.3637037
06-11-2013,25.29518519
07-11-2013,25.1962963
08-11-2013,25.06
11-11-2013,24.90351852
12-11-2013,24.73537037
13-11-2013,24.64481481
14-11-2013,24.535
18-11-2013,24.34685185
19-11-2013,24.09574074
20-11-2013,23.90851852
21-11-2013,23.77925926
22-11-2013,23.66055556
25-11-2013,23.43
26-11-2013,23.2437037
27-11-2013,23.11518519
28-11-2013,22.97611111
29-11-2013,22.81444444
02-12-2013,22.75
03-12-2013,22.79060606
04-12-2013,22.84515152
05-12-2013,23.2925
06-12-2013,23.3675
09-12-2013,23.08
10-12-2013,22.95030303
11-12-2013,22.94010101
12-12-2013,22.92171717
13-12-2013,22.91636364
16-12-2013,22.91343434
17-12-2013,22.92080808
18-12-2013,22.93707071
19-12-2013,22.94343434
20-12-2013,22.9420202
23-12-2013,22.93434343
24-12-2013,22.91424242
26-12-2013,22.88858586
27-12-2013,22.84929293
30-12-2013,22.79727273
31-12-2013,22.73858586
01-01-2014,22.68121212
02-01-2014,22.6089899
03-01-2014,22.55353535
06-01-2014,22.49979798
07-01-2014,22.45151515
08-01-2014,22.42181818
09-01-2014,22.39777778
10-01-2014,22.32242424
13-01-2014,22.22131313
14-01-2014,22.10737374
15-01-2014,21.98262626
16-01-2014,21.84484848
17-01-2014,21.74171717
20-01-2014,21.63090909
21-01-2014,21.48878788
22-01-2014,21.31878788
23-01-2014,21.18181818
24-01-2014,21.05828283
27-01-2014,21.02838926
28-01-2014,21.02597315
29-01-2014,21.00389262
30-01-2014,20.98308725
31-01-2014,20.95744966
03-02-2014,20.9438255
04-02-2014,20.94597315
05-02-2014,20.95
06-02-2014,20.95483221
07-02-2014,20.95503356
10-02-2014,20.95483221
11-02-2014,20.95738255
12-02-2014,20.95261745
13-02-2014,20.93993289
14-02-2014,20.92530201
17-02-2014,20.91033557
18-02-2014,20.89114094
19-02-2014,20.86845638
20-02-2014,20.84214765
21-02-2014,20.81395973
24-02-2014,20.78557047
25-02-2014,20.76025168
26-02-2014,20.73555369
28-02-2014,20.71699664
03-03-2014,20.69865772
04-03-2014,20.68901007
05-03-2014,20.67298658
06-03-2014,20.64340604
07-03-2014,20.61894295
10-03-2014,20.60518456
11-03-2014,20.59154362
12-03-2014,20.56761745
13-03-2014,20.54238255
14-03-2014,20.50271812
18-03-2014,20.46518456
19-03-2014,20.43791946
20-03-2014,20.40840604
21-03-2014,20.39263423
22-03-2014,20.37575503
24-03-2014,20.32364094
25-03-2014,20.26288591
26-03-2014,20.19369128
27-03-2014,20.12439597
28-03-2014,20.05266779
31-03-2014,20.00488255
01-04-2014,20.01030151
02-04-2014,20.02203518
03-04-2014,20.5375
04-04-2014,21.406875
07-04-2014,21.673125
09-04-2014,22.74
10-04-2014,24.165
11-04-2014,25.8175
15-04-2014,27.441875
16-04-2014,29.1725
17-04-2014,30.234375
21-04-2014,30.768125
22-04-2014,32.068125
23-04-2014,32.438125
25-04-2014,32.43125
28-04-2014,32.388125
29-04-2014,31.85
30-04-2014,31.83428571
02-05-2014,31.79714286
05-05-2014,31.83194444
06-05-2014,32.22125
07-05-2014,32.775625
08-05-2014,33.530625
09-05-2014,33.841875
12-05-2014,34.72125
13-05-2014,35.680625
14-05-2014,35.289375
15-05-2014,34.819375
16-05-2014,34.85071429
19-05-2014,33.51928571
20-05-2014,32.44895833
21-05-2014,31.41131579
22-05-2014,30.59842105
23-05-2014,29.89855263
26-05-2014,29.21565789
27-05-2014,28.8769697
28-05-2014,28.78583333
29-05-2014,28.63037879
30-05-2014,28.38
02-06-2014,28.0594697
03-06-2014,27.68916667
04-06-2014,27.28340909
05-06-2014,26.78916667
06-06-2014,26.3130303
09-06-2014,25.86242424
10-06-2014,25.33848485
11-06-2014,24.83265152
12-06-2014,24.45087963
13-06-2014,24.46990741
16-06-2014,24.49259259
17-06-2014,24.51226852
18-06-2014,24.51097222
19-06-2014,24.51481481
20-06-2014,24.51689815
23-06-2014,24.46550926
24-06-2014,24.43361111
25-06-2014,24.39611111
26-06-2014,24.32583333
27-06-2014,24.23351852
30-06-2014,24.09787037
01-07-2014,23.93046296
02-07-2014,23.72574074
03-07-2014,23.51064815
04-07-2014,23.25009259
07-07-2014,23.00925926
08-07-2014,22.79731481
09-07-2014,22.51574074
10-07-2014,22.23486111
11-07-2014,21.95398148
14-07-2014,21.67699074
15-07-2014,21.38398148
16-07-2014,21.0824537
17-07-2014,20.95058081
18-07-2014,20.94861111
21-07-2014,20.95926768
22-07-2014,20.96472222
23-07-2014,20.97169192
24-07-2014,20.97911616
25-07-2014,20.98459596
28-07-2014,20.97386364
30-07-2014,20.97315657
31-07-2014,20.97361111
01-08-2014,20.9670202
04-08-2014,20.95186869
05-08-2014,20.92194444
06-08-2014,20.88782828
07-08-2014,20.86012626
08-08-2014,20.8330303
11-08-2014,20.81454545
12-08-2014,20.78292929
13-08-2014,20.74843434
14-08-2014,20.71664141
18-08-2014,20.68669192
19-08-2014,20.66272727
20-08-2014,20.63613636
21-08-2014,20.60320707
22-08-2014,20.56247475
25-08-2014,20.5144697
26-08-2014,20.46555556
27-08-2014,20.38757576
28-08-2014,20.31058081
01-09-2014,20.22830808
02-09-2014,20.14166667
03-09-2014,20.04833333
04-09-2014,19.93156566
05-09-2014,19.79181818
08-09-2014,19.63239899
09-09-2014,19.46681818
10-09-2014,19.27371212
11-09-2014,19.08957071
12-09-2014,18.90436869
15-09-2014,18.8264094
16-09-2014,18.78832215
17-09-2014,18.75035235
18-09-2014,18.71275168
19-09-2014,18.66761745
22-09-2014,18.62236577
23-09-2014,18.58300336
24-09-2014,18.54682886
25-09-2014,18.5191443
26-09-2014,18.50214765
29-09-2014,18.48548658
30-09-2014,18.47417785
01-10-2014,18.46065436
07-10-2014,18.4536745
08-10-2014,18.45437919
09-10-2014,18.4554698
10-10-2014,18.45010067
13-10-2014,18.45112416
14-10-2014,18.44587248
16-10-2014,18.44721477
17-10-2014,18.46459732
20-10-2014,18.47751678
21-10-2014,18.46053691
22-10-2014,18.43068792
23-10-2014,18.40186242
27-10-2014,18.3738255
28-10-2014,18.3516443
29-10-2014,18.33067114
30-10-2014,18.30300336
31-10-2014,18.27872483
03-11-2014,18.25446309
05-11-2014,18.23803691
07-11-2014,18.22380872
10-11-2014,18.20751678
11-11-2014,18.18744966
12-11-2014,18.16755034
13-11-2014,18.14112416
14-11-2014,18.10870805
17-11-2014,18.05736577
18-11-2014,18.01525168
19-11-2014,17.96728188
20-11-2014,17.91518456
21-11-2014,17.85798658
24-11-2014,17.78348993
25-11-2014,17.6902349
26-11-2014,17.62757538
27-11-2014,17.60217337
28-11-2014,17.57952261
01-12-2014,17.55981156
02-12-2014,17.53434673
03-12-2014,17.50271357
04-12-2014,17.46973618
05-12-2014,17.43709799
08-12-2014,17.40393216
09-12-2014,17.36954774
10-12-2014,17.33871859
11-12-2014,17.31265075
12-12-2014,17.28738693
15-12-2014,17.27277638
16-12-2014,17.2636809
17-12-2014,17.26819095
18-12-2014,17.27751256
19-12-2014,17.27468593
22-12-2014,17.27704774
23-12-2014,17.27630653
24-12-2014,17.28307789
26-12-2014,17.2886809
29-12-2014,17.29103015
30-12-2014,17.28751256
31-12-2014,17.28987437
01-01-2015,17.29629397
02-01-2015,17.29905779
05-01-2015,17.2843593
06-01-2015,17.26614322
07-01-2015,17.2666206
08-01-2015,17.27214824
09-01-2015,17.27040201
12-01-2015,17.26792714
13-01-2015,17.26281407
14-01-2015,17.26080402
15-01-2015,17.2625
16-01-2015,17.26237437
19-01-2015,17.26940955
20-01-2015,17.275
21-01-2015,17.27677136
22-01-2015,17.4775
23-01-2015,17.8
27-01-2015,17.85875
28-01-2015,18.061875
29-01-2015,18.57625
30-01-2015,18.793125
02-02-2015,19.365
03-02-2015,19.945
04-02-2015,19.954375
05-02-2015,20.10875
06-02-2015,20.219375
09-02-2015,20.289375
10-02-2015,20.84125
11-02-2015,21.126875
12-02-2015,21.09875
13-02-2015,20.966875
16-02-2015,20.75285714
18-02-2015,20.78285714
19-02-2015,20.81535714
20-02-2015,20.75444444
23-02-2015,20.850625
24-02-2015,21.0525
25-02-2015,21.211875
26-02-2015,21.30625
27-02-2015,21.134375
28-02-2015,20.83444444
02-03-2015,20.50565789
03-03-2015,20.29723684
04-03-2015,20.05736842
05-03-2015,19.77223684
09-03-2015,19.44342105
10-03-2015,19.26348485
11-03-2015,19.21075758
12-03-2015,19.1325
13-03-2015,19.01689394
16-03-2015,18.92840909
17-03-2015,18.84030303
18-03-2015,18.69962121
19-03-2015,18.58083333
20-03-2015,18.43007576
23-03-2015,18.24386364
24-03-2015,18.07606061
25-03-2015,17.92967593
26-03-2015,17.85046296
27-03-2015,17.79532407
30-03-2015,17.7587963
31-03-2015,17.7274537
01-04-2015,17.6975
06-04-2015,17.64532407
07-04-2015,17.59578704
08-04-2015,17.56041667
09-04-2015,17.5062037
10-04-2015,17.44634259
13-04-2015,17.39046296
15-04-2015,17.33074074
16-04-2015,17.25768519
17-04-2015,17.20333333
20-04-2015,17.14694444
21-04-2015,17.08263889
22-04-2015,17.03814815
23-04-2015,16.98328704
24-04-2015,17.259375
27-04-2015,17.96125
28-04-2015,18.3875
29-04-2015,18.4375
30-04-2015,18.12125
04-05-2015,17.91714286
05-05-2015,17.93107143
06-05-2015,17.78805556
07-05-2015,18.06138889
08-05-2015,18.498125
11-05-2015,18.94875
12-05-2015,19.26375
13-05-2015,19.4825
14-05-2015,19.74125
15-05-2015,20.13875
18-05-2015,20.43625
19-05-2015,19.775625
20-05-2015,19.50607143
21-05-2015,19.37642857
22-05-2015,19.17520833
25-05-2015,18.94833333
26-05-2015,18.721875
27-05-2015,18.55166667
28-05-2015,18.43979167
29-05-2015,18.42828947
01-06-2015,18.39407895
02-06-2015,18.37026316
03-06-2015,18.22026316
04-06-2015,18.10736842
05-06-2015,18.05539474
08-06-2015,18.08159091
09-06-2015,18.15
10-06-2015,18.27625
11-06-2015,18.11893939
12-06-2015,18.07954545
15-06-2015,18.04143939
16-06-2015,18.04492424
17-06-2015,18.04287879
18-06-2015,18.02780303
19-06-2015,17.98863636
22-06-2015,17.91954545
23-06-2015,17.79280303
24-06-2015,17.65318182
25-06-2015,17.55636364
26-06-2015,17.47469697
29-06-2015,17.33800926
30-06-2015,17.39435185
01-07-2015,17.43953704
02-07-2015,17.46222222
03-07-2015,17.47347222
06-07-2015,17.49689815
07-07-2015,17.49171296
08-07-2015,17.47833333
09-07-2015,17.48907407
10-07-2015,17.46939815
13-07-2015,17.43171296
14-07-2015,17.38611111
15-07-2015,17.36018519
16-07-2015,17.32930556
17-07-2015,17.28407407
20-07-2015,17.23768519
21-07-2015,17.19314815
22-07-2015,17.10847222
23-07-2015,17.02476852
24-07-2015,16.96531879
27-07-2015,16.9710906
28-07-2015,16.98357383
29-07-2015,16.99501678
30-07-2015,16.9989094
31-07-2015,17.00062081
03-08-2015,17.00011745
04-08-2015,17.00553691
05-08-2015,17.00531879
06-08-2015,17.0022651
07-08-2015,17.00028523
10-08-2015,17.00776846
11-08-2015,17.01657718
12-08-2015,17.0063255
13-08-2015,17.00166107
14-08-2015,17.00531879
17-08-2015,17.00575503
18-08-2015,17.00812081
19-08-2015,17.00729866
20-08-2015,17.00348993
21-08-2015,17.00895973
24-08-2015,17.00788591
25-08-2015,19.725
26-08-2015,22.266875
27-08-2015,24.401875
28-08-2015,25.63375
31-08-2015,24.43375
01-09-2015,23.93928571
02-09-2015,25.59678571
03-09-2015,25.823125
04-09-2015,26.019375
07-09-2015,26.47625
08-09-2015,25.884375
09-09-2015,25.91678571
10-09-2015,25.87464286
11-09-2015,25.60694444
14-09-2015,25.64916667
15-09-2015,25.25729167
16-09-2015,25.29166667
18-09-2015,25.07520833
21-09-2015,24.71868421
22-09-2015,24.19486842
23-09-2015,23.85263158
24-09-2015,23.59855263
28-09-2015,23.5375
29-09-2015,23.45
30-09-2015,23.29078947
01-10-2015,22.81223684
05-10-2015,22.42197368
06-10-2015,22.25954545
07-10-2015,22.34568182
08-10-2015,22.43590909
09-10-2015,22.52325758
12-10-2015,22.58234848
13-10-2015,22.64318182
14-10-2015,22.33666667
15-10-2015,22.06007576
16-10-2015,21.80719697
19-10-2015,21.63242424
20-10-2015,21.43689394
21-10-2015,21.20659091
23-10-2015,20.84007576
26-10-2015,20.52318182
27-10-2015,20.31454545
28-10-2015,20.31851852
29-10-2015,20.35796296
30-10-2015,20.39717593
02-11-2015,20.43398148
03-11-2015,20.47162037
04-11-2015,20.51861111
05-11-2015,20.58037037
06-11-2015,20.63277778
09-11-2015,20.69041667
10-11-2015,20.69708333
11-11-2015,20.69430556
13-11-2015,20.69041667
16-11-2015,20.49638889
17-11-2015,20.33027778
18-11-2015,20.17208333
19-11-2015,20.08638889
20-11-2015,19.94768519
23-11-2015,19.78662037
24-11-2015,19.57101852
26-11-2015,19.37833333
27-11-2015,19.24078704
30-11-2015,19.0612963
01-12-2015,18.87759259
02-12-2015,18.71217593
03-12-2015,18.57929293
04-12-2015,18.56532828
07-12-2015,18.55537879
08-12-2015,18.55126263
09-12-2015,18.55088384
10-12-2015,18.56257576
11-12-2015,18.57782828
14-12-2015,18.60186869
15-12-2015,18.6305303
16-12-2015,18.65320707
17-12-2015,18.66934343
18-12-2015,18.65616162
21-12-2015,18.64641414
22-12-2015,18.62474747
23-12-2015,18.61027778
24-12-2015,18.58780303
28-12-2015,18.57184343
29-12-2015,18.57015152
30-12-2015,18.55848485
31-12-2015,18.55363636
01-01-2016,18.54560606
04-01-2016,18.54085859
05-01-2016,18.56030303
06-01-2016,18.57280303
07-01-2016,18.5794697
08-01-2016,18.59477273
11-01-2016,18.60265152
12-01-2016,18.62962121
13-01-2016,18.65234848
14-01-2016,18.67247475
15-01-2016,18.69191919
18-01-2016,18.77125
19-01-2016,19.149375
20-01-2016,19.16875
21-01-2016,19.75875
22-01-2016,20.108125
25-01-2016,19.756875
27-01-2016,19.715625
28-01-2016,19.51071429
29-01-2016,19.32111111
01-02-2016,19.07944444
02-02-2016,18.96875
03-02-2016,18.92125
04-02-2016,18.85229167
05-02-2016,18.73723684
08-02-2016,18.75394737
09-02-2016,18.83644737
10-02-2016,19.576875
11-02-2016,20.64125
12-02-2016,22.60375
15-02-2016,23.7075
16-02-2016,23.869375
17-02-2016,24.013125
18-02-2016,23.15392857
19-02-2016,23.11928571
22-02-2016,22.89785714
23-02-2016,22.64111111
24-02-2016,22.79361111
25-02-2016,22.69083333
26-02-2016,22.775625
29-02-2016,22.850625
01-03-2016,22.24166667
02-03-2016,21.74166667
03-03-2016,21.74171053
04-03-2016,21.73776316
08-03-2016,21.61276316
09-03-2016,21.44105263
10-03-2016,21.18
11-03-2016,20.75526316
14-03-2016,20.35657895
15-03-2016,20.12113636
16-03-2016,20.07689394
17-03-2016,20.05310606
18-03-2016,20.04098485
21-03-2016,19.99530303
22-03-2016,19.94371212
23-03-2016,19.87833333
28-03-2016,19.82189394
29-03-2016,19.80280303
30-03-2016,19.72340909
31-03-2016,19.57431818
01-04-2016,19.39606061
04-04-2016,19.27259259
05-04-2016,19.25587963
06-04-2016,19.24152778
07-04-2016,19.20319444
08-04-2016,19.14226852
11-04-2016,19.10527778
12-04-2016,19.01356481
13-04-2016,18.92490741
18-04-2016,18.87333333
20-04-2016,18.84893519
21-04-2016,18.81222222
22-04-2016,18.78652778
25-04-2016,18.77060185
26-04-2016,18.7462037
27-04-2016,18.71925926
28-04-2016,18.67787037
29-04-2016,18.64805556
02-05-2016,18.61884259
03-05-2016,18.56023148
04-05-2016,18.48125
05-05-2016,18.38828704
06-05-2016,18.23268844
09-05-2016,18.2373995
10-05-2016,18.24265075
11-05-2016,18.25085427
12-05-2016,18.26170854
13-05-2016,18.2685804
16-05-2016,18.27812814
17-05-2016,18.28768844
18-05-2016,18.29197236
19-05-2016,18.29698492
20-05-2016,18.30046482
23-05-2016,18.30302764
24-05-2016,18.30444724
25-05-2016,18.30894472
26-05-2016,18.31371859
27-05-2016,18.31339196
30-05-2016,18.31555276
31-05-2016,18.32213568
01-06-2016,18.32874372
02-06-2016,18.33339196
03-06-2016,18.33149497
06-06-2016,18.32698492
07-06-2016,18.31648241
08-06-2016,18.30569095
09-06-2016,18.30128141
10-06-2016,18.29731156
13-06-2016,18.29535176
14-06-2016,18.29486181
15-06-2016,18.29594221
16-06-2016,18.2956407
17-06-2016,18.24321608
20-06-2016,18.19548995
21-06-2016,18.15530151
22-06-2016,18.13126884
23-06-2016,18.10541457
24-06-2016,18.07237437
27-06-2016,18.023125
28-06-2016,18.340625
29-06-2016,18.225625
30-06-2016,17.8971608
01-07-2016,17.84660804
04-07-2016,17.80223618
05-07-2016,17.75840452
07-07-2016,17.71125628
08-07-2016,17.66267588
11-07-2016,17.61625628
12-07-2016,17.57155779
13-07-2016,17.53530151
14-07-2016,17.52038945
15-07-2016,17.50748744
18-07-2016,17.48383166
19-07-2016,17.46021357
20-07-2016,17.43464824
21-07-2016,17.40611809
22-07-2016,17.37668342
25-07-2016,17.35594221
26-07-2016,17.33826633
27-07-2016,17.34424497
28-07-2016,17.35052013
29-07-2016,17.35671141
01-08-2016,17.35963087
02-08-2016,17.36988255
03-08-2016,17.38295302
04-08-2016,17.39526846
05-08-2016,17.40134228
08-08-2016,17.40135906
09-08-2016,17.4061745
10-08-2016,17.40803691
11-08-2016,17.39520134
12-08-2016,17.37848993
16-08-2016,17.35981544
17-08-2016,17.32775168
18-08-2016,17.3075
19-08-2016,17.27971477
22-08-2016,17.25169463
23-08-2016,17.2240604
24-08-2016,17.19246644
25-08-2016,17.15268456
26-08-2016,17.10610738
29-08-2016,17.07348993
30-08-2016,17.02114094
31-08-2016,16.96884228
01-09-2016,16.9314094
02-09-2016,16.8983557
06-09-2016,16.85729866
07-09-2016,16.8227349
08-09-2016,16.79525168
09-09-2016,16.76355528
12-09-2016,16.7504397
14-09-2016,16.74713568
15-09-2016,16.73551508
16-09-2016,16.72763819
19-09-2016,16.71704774
20-09-2016,16.70805276
21-09-2016,16.69976131
22-09-2016,16.69559045
23-09-2016,16.68479899
26-09-2016,16.67069095
27-09-2016,16.66305276
28-09-2016,16.65493719
29-09-2016,16.64425879
30-09-2016,16.65292714
03-10-2016,16.65738693
04-10-2016,16.64953518
05-10-2016,16.6354397
06-10-2016,16.62329146
07-10-2016,16.61378141
10-10-2016,16.61513819
13-10-2016,16.61409548
14-10-2016,16.62012563
17-10-2016,16.6221608
18-10-2016,16.63222362
19-10-2016,16.63620603
20-10-2016,16.63726131
21-10-2016,16.63690955
24-10-2016,16.63429648
25-10-2016,16.6366206
26-10-2016,16.63773869
27-10-2016,16.62576633
28-10-2016,16.61261307
30-10-2016,16.60306533
01-11-2016,16.58562814
02-11-2016,16.57526382
03-11-2016,16.56575377
04-11-2016,16.5544598
07-11-2016,16.54689698
08-11-2016,16.654375
09-11-2016,16.6475
10-11-2016,16.68625
11-11-2016,16.495
15-11-2016,16.57607143
16-11-2016,17.396875
17-11-2016,18.1175
18-11-2016,18.930625
21-11-2016,19.040625
22-11-2016,18.77875
23-11-2016,18.72714286
24-11-2016,18.82357143
25-11-2016,18.47666667
28-11-2016,18.50416667
29-11-2016,18.27194444
30-11-2016,18.30541667
01-12-2016,18.2625
02-12-2016,17.974375
05-12-2016,17.84354167
06-12-2016,17.75105263
07-12-2016,17.76868421
08-12-2016,17.78052632
09-12-2016,17.78407895
12-12-2016,17.66315789
13-12-2016,17.45513158
14-12-2016,17.26671053
15-12-2016,17.15526316
16-12-2016,17.09143939
19-12-2016,17.08424242
20-12-2016,17.05704545
21-12-2016,16.98856061
22-12-2016,16.93522727
23-12-2016,16.89598485
26-12-2016,16.85416667
27-12-2016,16.84909091
28-12-2016,16.8025
29-12-2016,16.80507576
30-12-2016,16.7419697
02-01-2017,16.60015152
03-01-2017,16.48886364
04-01-2017,16.40545455
05-01-2017,16.34742424
06-01-2017,16.30680556
09-01-2017,16.32685185
10-01-2017,16.34810185
11-01-2017,16.3612963
12-01-2017,16.36787037
13-01-2017,16.37763889
16-01-2017,16.37263889
17-01-2017,16.36476852
18-01-2017,16.35842593
19-01-2017,16.32851852
20-01-2017,16.30175926
